filename^document_name^parties^agreement_date^effective_date^expiration_date^renewal_term^notice_period^governing_law^non_compete^exclusivity
388^INTELLECTUAL PROPERTY AGREEMENT^HERTZ CORPORATION ('THC'); HERTZ SYSTEM, INC. ('HSI'); HERC RENTALS INC. ('HERC'); (hereinafter referred to collectively 'Parties', and individually as a 'party'^6/30/16^6/30/16^^^^New York^Yes^No
389^Intellectual Property Agreement^JingWei HengTong Technology ('ShenZhen'); ShenZhen JingWei Communication Co., Ltd.^2/8/07^2/8/07^2/8/12^^^People's Republic of China^No^No
390^Intellectual Property Agreement^Morgan Stanley & Co. Incorporated ('MS'); MSCI Inc. ('MSCI'); MS and MSCI individually as 'Party' and collectively as 'Parties'^11/20/07^11/20/07^^^^New York^No^No
391^INTELLECTUAL PROPERTY AGREEMENT^United Technologies Corporation ('UTC'); Otis Worldwide Corporation ('Otis'); Carrier Global Corporation ('Carrier'); each a 'Party', and together, 'Parties'^4/2/20^^perpetual^^^Delaware^No^No
392^INTELLECTUAL PROPERTY AGREEMENT^NMS Communications Corp. ('Seller'); Verson Backhaul Solutions, Inc. ('Backhaul')^12/20/07^^^^^Georgia^No^No
393^INTELLECTUAL PROPERTY AGREEMENT^Motorola Solutions, Inc. ('Seller'); Zebra Technologies Corporation ('Purchaser')^4/14/14^4/14/14^^^^Delaware^No^Yes
395^Multiple LINAC and Multi-Modality Distributor Agreement^ACCURAY INCORPORATED, ('Accuray'); SIEMENS AKTIENGESELLSCHAFT ('Siemens')^6/8/10^6/8/10^perpetual^^^Germany^No^No
396^DISTRIBUTOR AGREEMENT^Snotarator LLC ('Company'); SMSA Ballinger Acquisition Corp., ('Distributor')^8/1/13^8/1/13^5/31/15^2 years^^Texas^Yes^Yes
397^DISTRIBUTOR AGREEMENT^VendingData Corporation ('Vendor'); Technical Casino Supplies Ltd. ('Distributor')^1/21/05^1/21/05^1/21/10^successive 3 years^90 days^Ontario, Canada^Yes^Yes
398^DISTRIBUTOR AGREEMENT^Tripath Technology, Inc. ('Tripath'); Uniquest Corporation ('Distributor')^7/7/98^7/1/98^perpetual^successive 1 year^1 month^California^Yes^No
399^DISTRIBUTOR AGREEMENT^WatchGuard Technologies, Inc. ('WGT'); European Micro ('Distributor')^11/5/97^11/5/97^9/30/97^successive 1 year^30 days^Washington^No^No
400^EXCLUSIVE DISTRIBUTOR AGREEMENT^IMRS OPERATIONS INC. ('IMRS INC.', 'Developer'); Delteq Pte Ltd ('Distributor')^4/15/94^4/15/94^4/15/95^successive 2 years^^Connecticut^Yes^Yes
401^EXCLUSIVE   DISTRIBUTOR  AGREEMENT^LifeUSA/  Envision  Health,  Inc. ('ENVISION'); Sierra Mountain Minerals, Inc. ('SIERRA')^12/8/05^12/8/05^12/8/07^successive 1 year^^Colorado^No^Yes
402^Distributor Agreement^Lucid Inc.; [*] ('Distributor')^^^^successive 1 year^^New York^Yes^Yes
403^DISTRIBUTOR  AGREEMENT^Electric City Corp. ('Company'); Electric City of Illinois LLC ('Distributor', 'Electric City of Illinois L.L.C.')^7/7/99^^^10 1 years^^Illinois^No^Yes
404^DISTRIBUTOR AGREEMENT^PPG Paints Trading (Shanghai) Co Ltd ('PPG Shanghai'); NeoMedia Micro Paint Repair ('DISTRIBUTOR')^12/012^12/012^12/31/06^30 days^^People's Republic of China^No^Yes
405^DISTRIBUTOR AGREEMENT^JOHNSON MATTHEY CATALOG COMPANY, INC. d/b/a ALFA AESAR ('ALFA AESAR'); Nanophase Technologies Corporation ('NTC')^10/24/05^^10/24/10^2 years^6 months^Delaware, Illinois^No^Yes
406^DISTRIBUTOR AGREEMENT^COMWARE TECHNICAL SERVICES ('COMWARE'); INTERNATIONAL TEST SYSTEMS, INC. ('ITS')^^^10/15/00^6 months^^Texas^No^Yes
407^DISTRIBUTOR AGREEMENT^Wireless Links Inc ('WLI'); Jaguar Investments, Inc. and its affiliates ('Power2Ship')^4/7/03^4/7/03^4/7/06^successive 1 year^120 days^New Jersey^No^No
408^Transportation Agreement^Energy XXI Gulf Coast, Inc. ('Shipper'); Energy XXI USA, Inc. ('Transporter');Shipper and Transporter (individually as a 'Party' or collectively as 'Parties')^3/11/15^3/11/15^perpetual^perpetual^30 days^Texas^No^No
409^TRANSPORTATION CONTRACT^Enterprise Transportation Company ('Carrier'); Enterprise Products  Operating L.P. ('Shipper')^6/1/98^6/1/98^6/1/99^perpetual^30 days^Texas^No^No
410^MARINE TRANSPORTATION AGREEMENT^Martin Operating Partnership L.P. ('Owner'); Midstream Fuel Service LLC ('Charterer')^12/23/03^12/23/03^12/23/06^successive 1 year^30 days^Texas^No^Yes
411^ENDORSEMENT AGREEMENT^TOM WATSON ('CONSULTANT'); ADAMS GOLF, LTD. ('ADAMS GOLF')^1/13/05^9/1/04^1/1/06^^^Kansas^Yes^Yes
412^Endorsement Agreement^Kathy Ireland, Inc. ('KI Inc.'); Kathy Ireland ('KI'); Sterling/Winters Co. ('SW'); Diplomat Ambassador Eyewear Group ('Diplomat')^8/24/95^8/1/95^1/30/00^^^California^No^Yes
413^ENDORSEMENT AGREEMENT^Holiday RV Superstores, Inc. d/b/a Recreation USA ('Company'); Affinity Group, Inc. ('AGI'); Company and AGI (each a 'Party' and collectively 'Parties')^3/20/02^3/20/02^3/20/05^^^California^No^No
414^ENDORSEMENT AGREEMENT^Bruce Jenner ('CELEBRITY'); Right Solution ('COMPANY')^11/1/03^^11/1/04^^^Nevada^No^No
415^ENDORSEMENT AGREEMENT^Movado Group, Inc. ('Company'); Trustees of Grinberg Family Trust ('Trust')^4/4/03^^perpetual^^^New York^No^No
416^ENDORSEMENT AGREEMENT^MOSSIMO, INC. ('Company'); DAVID DUVAL ENTERPRISES, INC ('Licensor')^1/1/00^1/1/00^12/31/03^^^Ohio^No^Yes
417^ENDORSEMENT AGREEMENT^SPORT-HALEY, INC. ('Company'); __________ ('Professional')^1/2/19^1/2/19^^^^Colorado^No^Yes
418^Endorsement Agreement^Teardrop Putter Corporation ('TPC'); Consolidated Artists  Inc. ('Consolidated Artists')^1/1/96^1/1/96^12/31/98^^^Virginia^No^Yes
419^ENDORSEMENT AGREEMENT^FAMOUS FIXINS, INC. ('Company'); PEY DIRT, INC. ('Pey Dirt')^5/31/99^5/31/99^5/31/00^^^Tennessee^No^Yes
420^LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT^Array BioPharma Inc., ('Array'); Ono Pharmaceutical Co., Ltd. ('Ono'); (individually 'Party', collectively 'Parties')^5/31/17^5/31/17^^^^New York^Yes^Yes
421^Collaborative Development and Commercialization Agreement^Microgenics Corporation ('Microgenics'); Achaogen Inc. ('Achaogen'); (individually 'Party' and collectively 'Parties')^4/26/16^4/26/16^perpetual^^^Delaware^No^Yes
422^DEVELOPMENT AGREEMENT^Leo Pharma A/S ('LEO'); Galen (Chemicals) Limited ('GALEN')^042/2003^042/2003^^^^New York^No^No
423^DEVELOPMENT AGREEMENT (â^BP America Production Company ('BP'); True North Energy Corp. ('Company')(individually as a 'Party' and collectively, 'Parties')^1/1/07^1/1/07^^^^Louisiana^No^No
424^FRANCHISE AGREEMENT^Leo Pharma A/S ('LEO'); Galen (Chemicals) Limited ('GALEN')^1/2/2000^1/2/2000^1/2/2010^2 successive 10 years^^Texas^Yes^Yes
425^FRANCHISE AGREEMENT^Leo Pharma A/S ('LEO'); Galen (Chemicals) Limited ('GALEN')^^3/21/14^3/31/29^^^New York^Yes^Yes
426^FRANCHISE AGREEMENT^Leo Pharma A/S ('LEO'); Galen (Chemicals) Limited ('GALEN')^^^^^^Florida^Yes^No
427^FRANCHISE AGREEMENT^Goosehead Insurance Agency, LLC ('we,' 'us,' or 'our'); ('you' or 'Franchisee')^^^^successive 5 years^^Texas^Yes^No
430^e-business Hosting Agreement^International Business Machines Corporation ('IBM'); Bluefly, Inc. ('Customer')^1/14/02^1/15/02^perpetual^^^New York^No^No
431^Co-Hosting Agreement^NETWORKS ASSOCIATES, INC. ('NAI'); SOFTWARE.NET CORPORATION ('a.k.a. Beyond.com' or 'Co-Host')^9/21/98^9/21/98^9/21/01^^^California^Yes^Yes
432^LICENSING AND WEB SITE HOSTING AGREEMENT^Mortgage Logic.com, Inc. ('Client'); TrueLink, Inc. ('TrueLink')^2/26/99^2/26/99^2/26/00^successive 1 year^30 days^California^No^No
433^VISP WEB SITE BUILDING AND HOSTING AGREEMENT^YourNetPlus.com, Inc. ('Provider'); Kingdom Connect, Inc. ('KCI')^5/12/03^^5/12/08^successive 1 year^90 days^New York^No^No
434^License and Hosting Agreement^Corio Inc. ('CORIO'); Commerce One, Inc. ('COMMERCE ONE')^10/29/99^10/29/99^10/29/04^successive 1 year^30 days^California^No^No
435^License and Hosting Agreement^Corio Inc. ('CORIO'); Changepoint, Inc. ('CHANGEPOINT')^12/13/99^12/13/99^12/13/04^successive 1 year^30 days^California^Yes^No
436^WEB HOSTING AGREEMENT^Galacticomm; Horst Entertainment Inc^9/9/97^^^^^^No^No
437^Software Hosting Agreement^INKTOMI CORPORATION ('Inktomi'); MICROSOFT CORPORATION ('Microsoft')^^7/27/97^perpetual^^^Washington^No^No
438^Amendment #3 to the Manufacturing Agreemen^ADMA BioManuFacturing, LLC ('ADMA'); Sanofi Pasteur S.A ('Sanofi Pasteur')^12/22/17^12/21/17^^^^^No^No
439^Manufacturing Agreement^Antares Pharma, Inc. ('Antares'); AMAG Pharmaceuticals, Inc. ('AMAG'); individually as 'Party' and collectively as 'Parties'^3/20/18^3/20/18^perpetual^^^New York^No^Yes
440^Manufacturing and Supply Agreement^Apollo Endosurgery ('APOLLO'); Establishment Labs, S.A ('ESTABLISHMENT'); Apollo and Establishment shall hereinafter be individually referred to as a 'Party' and collectively as 'Parties'^12/5/14^12/5/14^12/5/19^successive 1 year^1 year^Texas^No^No
441^FIRST AMENDMENT TO SUPPLY AND MANUFACTURING AGREEMENT^Cerus Corporation ('Cerus'); Porex Corporation ('Porex')^6/22/18^4/1/18^^^^^No^No
442^AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT^Columbia Laboratories, (Bermuda) Ltd. ('Columbia'); Fleet Laboratories Limited ('Fleet')^1/2/2018^1/2/2018^12/31/24^^^England^No^No
443^Manufacturing Agreement^Electrameccanica Vehicles Corp ('EMV'); Chongqing Zongshen Automobile Industry Co., LTD. ('Manufacturer'); ELECTRAMECCANICA VEHICLES CORP ('EMV')^022/2017^022/2017^022/2021^successive 1 year^^Hong Kong^No^Yes
444^Master Development and Manufacturing Agreement^Magenta Therapeutics, Inc. ('Magenta'); Bachem Americas, Inc. ('Bachem') (individually as a 'Party' or collectively as 'Parties')^2/13/18^2/13/18^2/13/23^successive 1 year^^New York^No^No
445^Manufacturing Agreement^Sonos, Inc. ('Sonos'); Inventec Appliances Corporation ('IAC')^9/4/14^9/4/14^9/4/17^successive 1 year^6 months^California^No^No
446^Manufacturing and Supply Agreement^VAPOTHERM, INC ('Vapotherm'); MEDICA S.p.A. ('Medica')^1/1/13^^1/1/16^successive 1 year^^New York^No^No
447^SUPPORT AND MAINTENANCE AGREEMENT^On2 Technologies, Inc. ('On2'); Wildform, Inc. ('Wildform')^042/2005^042/2005^102/2006^^^New York^No^No
448^COMPLEHON AGREEMENT AND UQITDITV MAINTENANCE AGREEMENT^PRIMEEVERGY CORPORATION ('Prime); GUARANTY BANK ('Guaranty'); PRIME OFFSHORE L.L.C. ('Offshore')^6/29/06^6/29/06^^^^Texas^No^No
450^OPERATIONS AND MAINTENANCE AGREEMENT^PiÃ±on Gathering Company, LLC ('Owner'); SandRidge Midstream, Inc. ('Operator')^6/30/09^6/30/09^6/30/29^^^Texas^No^No
451^Unconditional Capital Maintenance Agreement^American International Group, Inc. ('AIG'); American General Life Insurance Company ('Company')^3/30/11^3/30/11^perpetual^^^New York^No^No
452^Maintenance and support contract^EuroTel; Sicap Ltd^^10/6/00^10/6/02^successive 1 year^6 weeks^^No^No
453^SOFTWARE LICENSE AND MAINTENANCE AGREEMENT^SFG Financial Corp ('E-Path FX', 'Licensor'); 551 FX IB Associates, LLC ('Licensee')^4/27/09^^^7 years^^New York^No^No
454^SOFTWARE LICENSE AND MAINTENANCE AGREEMENT^GARMAN ROUTING SYSTEMS, INC. ('GARMAN'); SPARKLING SPRING WATER GROUP LIMITED ('SPARKLING')^052/2000^^perpetual^successive 1 year^^Nova Scotia, Canada^No^No
455^Â   FLEET MAINTENANCE AGREEMENT^DAIRY CREST LIMITED ('DCL'); SEV GROUP LIMITED ('SEV')^10/13/05^10/16/05^10/16/10^^^England; Wales^No^No
456^OPERATIONS AND MAINTENANCE AGREEMENT^Solar Tax Partners 1, LLC ('Owner'); Solar Power, Inc. ('Service Provider'); (Owner and Service Provider are sometimes hereinafter referred to individually as a 'Party' and collectively as  'Parties')^12/11/09^12/11/09^12/11/19^successive 1 year^30 days^California^No^No
457^CONSTRUCTION AND MAINTENANCE AGREEMENT^ABS Telecom plc; AT&T Corp.; BARAK I.T.C; BC TEL; Belgacom S.A.; BellSouth International, Inc.; British Telecommunications pIc; Cable & Wireless Global Network Organisation Limited; Cable & Wireless, Inc.; Carrier 1 AG; COMPANHIA PORTUGUESA RADIO MARCONI, SA.; Com Tech International Corporation; CYPRUS TELECOMMUNICATIONS AUTHORITY; Deutsche Telekom AG; Energis Communications Limited; Emirates Telecommunications Corporation - ETISALAT; France Telecom; GTE Intelligent Network Services Incorporated; Hellenic Telecommunications Organisation S.A.; IXC Communications, Inc.; IXNET Limited; Japan Telecom Co., Ltd.; Kokusai Denshin Denwa Americas Inc.; KPN Telecom B.V; MCI International Inc.; NTT Worldwide Network Corporation; OY FINNET International AB; Pacific Gateway Exchange; Pacific Gateway Exchange Inc.; Rostelecom; RSL Communications Limited; Singapore Telecommunications Limited; Slovenske Telecomunicatie s.e.; Sonera Ltd.; Sprint Communications Company L.P. ; STAR Telecommunications Inc.; StarHub; STARTEC GLOBAL COMMUNICATIONS CORPORATION; Swisscom Ltd; Swisscom North America Inc.; Tele 2 AB; TeleBermuda International Limited; Tele Danmark A/S; Telef6nica de Espana, S.A.; Teleglobe USA; Telenor Global Services AS; Telesur; TELIA AB (publ); Telia North America Inc.; Transoceanic Communications Incorporated; Turk Telekomunikasyon A.S.; Ultrallne (Bermuda) Limited; VIATEL; Videsh Sanchar Nigam Limited ^^^^^^^^
458^MAINTENANCE AGREEMENT^THAYER EQUITY INVESTORS IV, L.P. ('Investor'); U.S. Bank National ASSOCIATION (together with its successors and assigns in such capacity, 'Agent'); (Investor and Agent collectively and together with their respective successors and assigns, 'Lenders'); SUNTRON CORPORATION; K*TEC OPERATING CORP., SUNCTRON GCO L.P.; EFTC OPERATING CORP.; SUNTRON-IOWA, INC.; CURRENT ELECTRONICS, INC.; RM ELECTRONICS, INC.; SUNTRON-KANSAS, INC. (collectively, 'Borrowers')^3/28/06^^^^^Minnesota^No^No
459^Software license and maintenance agreement^D2 Technologies, Inc. ('D2'); Summa Four Inc. ('LICENSEE')^8/4/97^8/4/97^perpetual^^^New York^No^No
460^ASIA PACIFIC CABLE NETWORK 2 CONSTRUCTION & MAINTENANCE AGREEMENT^Advantage Telecommunications Ltd.; Cable & Wireless Global Network Limited; Cable & Wireless HKT international Limited; China Telecom; China United Telecommunications Corporation; Chunghwa Telecom Co., Ltd.,; Concert Global Network Services, Ltd.; Global One Communications Network, Inc.; Japan Telecom Co., Ltd.; KDD Corporation; Korea Telecom; KPN Telecom B.V.; Layer 2 Communications Group Ltd.; MCI International Telecommunications. Inc.; Metromedia Fiber Network Services, Inc.; New Century InfoComm Ltd., Preparatory Office; NTT Communications Corporation; Onelink Cable Network Limited; Philippine Long Distance Telephone Company; Singapore Telecommunications Limited; StarHub Pte Ltd; Taiwan Fixed Network Co., Ltd. Preparatory Office; Teleglobe USA Inc.; Telekom Malaysia Berhad (128740-P); Telstra Global Networks Limited; Williams Communications, Inc.,; APT Satellite Telecommunications Limited; Bayan Telecommunications, Inc.; China Netcom Corporation Ltd.; Communications Authority of Thailand; CTI International Limited; Dacom Corporation; edge2net Inc.; Eastern Telecommunications Philippines, Incorporated; Global Access Ltd.; Globe Telecom, Inc.; GNG Networks. Inc.; GTE Intelligent Network Service Incorporated; PT Indosat (Persero) Tbk; Maxis International Sdn. Bhd; New World Telephone Limited; NTT Com Asia Ltd.;Onse Telecom Corporation; Telia AB (publ); TT dotCom Sdn Bhd; (hereinafter collectively called 'Parties' and individually called 'Party')^4/18/00^4/18/00^4/18/25^^^^No^No
461^LICENCE AND MAINTENANCE AGREEMENT^SYSTEMS APPLICATIONS PRODUCTS (AFRICA) (PTY) LIMITED ('SAP AFRICA'); TELKOM SOUTH AFRICA LIMITED ('TELKOM')^3/31/01^^perpetual^^^Republic of South Africa^Yes^No
462^TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT^MEDICAL MANAGER MIDWEST, INC. ('MMMW'); MTS, INC. ('Customer')^3/1/98^3/5/98^3/5/99^^30 days^Indiana^No^No
463^MAINTENANCE AGREEMENT^Universal Access, Inc. ('Company'); CityNet Telecommunications, Inc.('Provider')^7/23/03^7/23/03^7/23/08^successive 1 month^30 days^Delaware^No^No
464^Amended and Restated Unconditional Capital Maintenance Agreement^American International Group, Inc. ('AIG'); American General Life Insurance Company ('Company')^2/18/14^2/18/14^perpetual^^30 days^New York^No^No
465^OPERATIONS AND MAINTENANCE AGREEMENT^MAGELLAN TERMINALS HOLDINGS, L.P. ('Owner'); OMEGA REFINING , LLC (' Omega or Operator'); Individually as 'Party' and collectively as 'Parties'^11/3/10^11/3/10^^^^Delaware^No^No
466^Maintenance and Support Agreement^VerticalNet,Inc ('VNI'); Vertical Enterprises LLC formerly known as Tradeum, Inc. which d/b/a VerticalNet Solutions ('VNE'; collectively with VNI, 'VERT'); Converge, Inc.('Coverage')^10/9/01^10/1/01^3/31/03^successive 1 year^^Pennsylvania^No^No
467^FIRST AMENDMENT TO SAGEBRUSH MANAGEMENT AND MAINTENANCE AGREEMENT^Sagebrush ('Partnership'); Sagebrush partners ('Partners'); ToyoWest Management Inc. ('Manager')^12/1/90^^^^^^No^No
468^ORDERLY MARKETING AGREEMENT^GWG Holdings, Inc. ('GWG'); Trust Advisors to Seller Trusts ('Trust Advisors'); GWG and Trust Advisors (each a  'Party' and collectively as 'Parties')^12/27/18^12/27/18^12/27/19^^^New York^No^No
469^Sales, Marketing, Distribution, and Supply Agreement^HEMISPHERX BIOPHARMA, INC ('HEMISPHERX'); Scientific Products Pharmaceutical Co. LTD ('SCIEN')^3/31/16^^3/31/19^successive 2 years^^Delaware^No^Yes
470^SECOND AMENDED AND RESTATED EXCLUSIVE AGENCY AND MARKETING AGREEMENT^Monsanto Company ('Monsanto'); Scotts Company LLC ('Scotts Company','Agent')^8/31/17^9/30/98^perpetual^^^Delaware^Yes^Yes
471^JOINT DEVELOPMENT AND MARKETING AGREEMENT^LECLANCHÃ S.A. ('LeclanchÃ©'); OAK RIDGE ENERGY TECHNOLOGIES INC ('Oak Ridge'); (each a 'Party'' and together 'Parties')^4/6/14^4/6/14^4/6/15^^^Switzerland^No^Yes
472^Marketing Agreement^Loop Industries, Inc. ('Loop'); Indorama Loop Technologies, LLC ('Joint Venture Company'); Loop and Joint Venture Company (individually a 'Party, together they are 'Parties')^092/2018^092/2018^perpetual^^^Delaware^No^No
473^REMARKETING AGREEMENT^ExxonMobil Chemical Company ('Seller'); West Pharmaceutical Services, Inc. ('Buyer')^^^perpetual^^^New York; Massachussets^No^Yes
474^Remarketing Agreement^MetLife, Inc. ('Company'); Deutsche Bank Securities Inc. ('Deutsche Bank', 'Remarketing Agents'); Deutsche Bank Trust Company America ('Stock Purchase Contract Agent')^8/26/14^^perpetual^^^New York^No^No
475^AMENDED AND RESTATED STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT^PACIRA PHARMACEUTICALS, INC. ('F/K/A SKYEPHARMA, INC.', 'PPI'); EKR THERAPEUTICS, INC. ('EKR')^10/15/09^8/10/07^perpetual^successive 2 years^180 days^New York^Yes^Yes
476^Broker Dealer Marketing and Servicing Agreement for Variable Annuity Contracts^Principal Life Insurance Company ('Issuer', individually referred to as a 'Party' and collectively with Distributor and Broker Dealer as 'Parties'); Princor Financial Services Corporation ('Distributor', individually referred to as a 'Party' and collectively with Issuer and Broker Dealer as 'Parties'); ABC Company and its duly licensed insurance affiliates indicated on signature page of this   Agreement (collectively 'Broker Dealer', individually referred to as a 'Party' and collectively with Issuer and Distributor as 'Parties')^1/2/2013^1/2/2013^^^^Iowa^No^No
477^AMENDED AND RESTATED REMARKETING AGREEMENT^Reinsurance Group of America, Incorporated ('Company', together with Trust, 'Issuers'); RGA Capital Trust I ('Trust', together with Company, 'Issuers'); Barclays Capital Inc. ('Barclays', 'Remarketing Agent')^2/15/11^^perpetual^^^New York^No^Yes
478^STRATEGIC SALES & MARKETING AGREEMENT^SightLife Surgical, Inc. ('Surgical'); Imprimis Pharmaceuticals, Inc. ('Imprimis')^4/28/17^4/28/17^4/28/20^^^California^Yes^No
479^MANUFACTURING, DESIGN AND MARKETING AGREEMENT (t^Zounds Hearing, Inc. ('Subcontractor'); InnerScope Hearing Technologies, Inc. ('Manufacturer); Subcontractor and Manufacturer (individually as 'Party' or collectively as 'Parties')^10/3/18^10/3/18^10/3/28^successive 1 year^60 days^Arizona^No^No
480^Sponsorship Agreement^National Processing Company, ('NPC'); National City Bank of Kentucky, ('NCB')^^6/30/96^6/30/01^successive 1 year^6 months^Kentucky^No^Yes
481^SPONSORSHIP AGREEMENT^American Champion Media, ('ACM'); Shun Li De Commerce & Trading Ltd, ('SLD')^4/14/00^^^^^California; Hong Kong^No^No
482^SPONSORSHIP AGREEMENT^SABCO RACING, INC. ('Sabco'); Prolong Super Lubricants ('Prolong')^12/19/97^^^^^North Carolina^No^Yes
483^SPONSORSHIP AGREEMENT^Excite, Inc. ('Excite'); NetGrocer, Inc.('NetGrocer')^12/15/97^12/15/97^12/15/99^^^California^Yes^No
484^SPONSORSHIP AGREEMENT^HEALTHCARE CAPITAL CORP. ('Issue'); C.M. OLIVER & COMPANY LIMITED ('Sponsor')^3/13/96^^perpetual^^^British Columbia,Canada^No^No
485^SPONSORSHIP AGREEMENT^SAN DIEGO BALLPARK FUNDING LLC; Rubio's Fresh Mexican Grill^3/21/08^11/1/07^10/31/08^^^California^No^Yes
486^SPONSORSHIP AGREEMENT^Tickets.com Inc. 'Tickets'; MP3.com Inc. 'MP3.com'^2/17/99^2/17/99^2/17/00^^^California^No^No
487^SPONSORSHIP AGREEMENT^ANTHEMIC, LLC ('ANTHEMIC'); VNUE INC ('Sponsor')^6/23/15^6/23/15^8/2/15^^^California^No^No
488^Reseller Agreement^PivX Corporation ('PivX'); Detto Technologies ('Detto')^1/2/2004^1/2/2004^1/2/2004^^^California^No^Yes
489^RESELLER AGREEMENT^Diversinet Corp. ('Diversinet'); 2205925 Ontario Limited ('Reseller')^1/11/11^1/11/11^1/11/16^successive 1 year^60 days^Ontario, Canada^No^Yes
490^Reseller Agreement^Touchstar Software Corporation ('TouchStar'); Worldwide Strategies ('Reseller')^9/14/20^9/14/20^9/14/20^^^Colorado^Yes^Yes
491^MASTER SUPPLY AGREEMENT^Premier Nutrition Company, LLC, ('Buyer' or 'PNC'); Fonterra (USA) Inc., ('Supplier' or 'Fonterra'); (each 'Party', collectively 'Parties')^10/31/19^10/31/19^10/31/24^5 years^12 months^Delaware^No^No
492^Supply Agreement^Cutanea Life Sciences, Inc. ('CUTANEA'); Ferrer Internacional, S.A. ('Ferrer')('Supplier'); (together 'Parties')^032/2018^032/2018^^^^New York^No^Yes
493^SUPPLY AGREEMENT^Centre for Probe Development and Commercialization ('CPDC'); FUSION Pharmaceuticals Inc. ('FUSION'); (together 'Parties', each a 'Party')^1/20/20^1/22/20^1/20/25^successive 1 year^^^No^No
494^SUPPLY AGREEMENT^HOVIONE INTER AG ('HOVIONE'); INTERSECT ENT, Inc. ('INTERSECT'); (each as 'Party', together as 'Parties')^1/20/20^1/20/20^1/20/25^^^New York^No^No
495^SUPPLY AGREEMENT^Cremer Oleo GmbH & Co KG ('Cremer'); Ultragenyx Pharmaceutical Inc. ('Ultragenyx')^11/19/12^^11/19/15^2 years^3 months^Federal Republic of Germany^No^Yes
496^SUPPLY AGREEMENT^SutroVax, Inc. ('SutroVax'); Sutro Biopharma, Inc. ('Sutro'); SutroVax and Sutro (individually, as a 'Party' and collectively, as 'Parties')^5/29/18^5/29/18^7/31/21^^^California^No^No
497^SUPPLY AGREEMENT^Vericel Corporation ('Vericel'); MediWound Ltd. ('MediWound'); Vericel and MediWound (individually as a 'Party' and collectively as 'Parties.')^5/6/19^5/6/19^5/6/24^10 successive 1 year^12 months^New York^No^Yes
498^ESCROW AGREEMENT^NCC ESCROW INTERNATIONAL LIMITED ('NCC')^^^^^^England; Wales^No^No
499^First Amendment^Cargill, Incorporated ('Cargill'); BioAmber S.A.S. ('BioAmber')^7/18/11^7/5/11^^^^^No^No
500^ELECTRONIC JOURNAL SOFT WARE DEVELOPMENT,                         HOSTING AND MANAGEMENT AGREEMENT^HealthGate Data Corp. ('HealthGate'); Blackwell Science Limited ('Blackwell'); Munksgaard A/S ('Munskgaard'); together, Blackwell and Munksgaard shall be referred to as 'Publishers')^3/20/98^1/1/98^2/28/00^1 year^^England; Wales^Yes^Yes
501^DEVELOPMENT AGREEMENT^Cargill, Incorporated ('Cargill'); Bioamber S.A.S ('Bioamber'); (individually as 'Party', collectively as 'Parties')^4/15/10^4/15/10^4/15/14^^^Minnesota^Yes^Yes
502^AMENDMENT                                      TO THE                               DISTRIBUTOR AGREEMENT                                      BETWEEN                                   INGRAM MICRO                                        AND                                      NETGEAR^Ingram Micro ('Distributor'); NETGEAR, Inc. ('NETGEAR')^10/1/96^10/1/96^^^^^No^Yes
503^DISTRIBUTOR AGREEMENT^Ingram Micro ('Distributor'); NETGEAR, Inc. ('NETGEAR')^11/5/96^3/1/96^3/1/97^succesive 1 year^^California^No^Yes
504^AMENDMENT #2 TO THE                              DISTRIBUTION AGREEMENT^Ingram Micro ('Distributor'); NETGEAR, Inc. ('NETGEAR')^7/15/98^7/15/98^7/15/98^^^^No^No
505^FIRST AMENDMENT TO                                                                           DISTRIBUTOR AGREEMENT^Peregrine/Bridge Transfer Corporation ('Licensor'); Neon Systems, Inc. ('Licensee')^1/1/99^^3/31/04^successive 1 year^60 days^^No^Yes
506^DISTRIBUTOR AGREEMENT^Peregrine/Bridge Transfer Corporation ('Licensor'); Neon Systems, Inc. ('Licensee')^1/1/96^^1/1/98^successive 1 year^60 days^Texas^Yes^Yes
507^Endorsement Agreement^SQUARE TWO GOLF INC. ('Company'); KATHY WHITWORTH ('Professional')^10/13/99^1/1/00^12/31/04^5 year^^New Jersey^Yes^Yes
508^Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement^SQUARE TWO GOLF INC. ('Company'); KATHY WHITWORTH ('Professional')^^^^^^^No^No
509^EXHIBIT âBâ^Kubient, Inc. ('Kubient'); Associated Press ('Customer')^3/26/20^2/5/20^^^^^No^No
510^Master Services Agreement^Kubient Inc. ('Kubient'); Associated Press ('Customer')(individually as a 'Party' and collectively as 'Parties')^2/5/20^^2/5/21^successive 1 year^^Delaware^No^No
